experiment,kind,setting,seed,epochs,final_closed_test_loss,final_open_test_loss,deployed_loss_gap,deployed_loss_gap_relative_to_closed,finite_final_losses,peak_open_test_loss,peak_closed_test_loss,trajectory_gain_distance,open_loop_test_loss_spike,closed_recovered,stage1_end,plateau_end,plateau_length,plateau_detected,plateau_exit_detected,plateau_exit_reason,stability_crossing,stability_to_plateau_gap,final_closed_coupled_radius,claim_C1_loss_divergence,claim_C1_gain_divergence,claim_C2_plateau_present,claim_C2_three_stage,claim_C3_stability_transition,claim_C4_proxy
generalization_ring_partial_obs_gru,generalization,ring_partial_obs_gru,6,1000,0.2506731658044737,0.2510575313097797,0.0003843655053060169,0.0015333332711241373,True,23.905406177043915,6.582883549928665,0.03731670341381485,True,True,1,37,36,True,True,slope,,,,False,False,True,True,False,True
generalization_ring_partial_obs_gru,generalization,ring_partial_obs_gru,7,1000,0.2934811866399832,0.2934373447857797,-4.384185420347464e-05,-0.00014938556949906282,True,21.84037236213684,9.595678424835205,0.007787982483518862,True,True,6,44,38,True,True,slope,,,,False,False,True,True,False,True
generalization_ring_partial_obs_gru,generalization,ring_partial_obs_gru,8,1000,0.2304488580176257,0.2308050871704472,0.00035622915282149115,0.001545805676304307,True,23.17905189275741,5.055887225866318,0.002735626336287708,True,True,13,29,16,True,True,slope,,,,False,False,True,True,False,True
generalization_ring_partial_obs_gru,generalization,ring_partial_obs_gru,9,1000,0.2559050812060013,0.2595808673358988,0.003675786129897496,0.014363865354195609,True,18.597113468647,8.356669582128525,0.024868900267766548,True,True,1,41,40,True,True,slope,,,,False,False,True,True,False,True
generalization_ring_partial_obs_gru,generalization,ring_partial_obs_gru,10,1000,0.2017991943837842,0.2025678419880568,0.0007686476042726154,0.0038089726107171265,True,14.808260219097138,29.082878639698027,0.0061764789514540995,True,True,7,24,17,True,True,slope,,,,False,False,True,True,False,True
generalization_ring_partial_obs_gru,generalization,ring_partial_obs_gru,11,1000,0.2235000782174756,0.2238147575233597,0.0003146793058840802,0.0014079606074136723,True,13.00493421792984,3.1475802946090696,0.016572258828520498,True,True,1,27,26,True,True,slope,,,,False,False,True,True,False,True
generalization_ring_partial_obs_gru,generalization,ring_partial_obs_gru,12,1000,0.2783128504222258,0.2813202574849128,0.003007407062686984,0.010805850531603106,True,17.384750084877012,36.02383873224258,0.00800473998011964,True,True,8,27,19,True,True,slope,,,,False,False,True,True,False,True
generalization_ring_partial_obs_gru,generalization,ring_partial_obs_gru,13,1000,0.2031301270393305,0.2043880915711634,0.0012579645318328836,0.0061928998429135705,True,14.739803383350372,3.15685909986496,0.011577921910948733,True,True,9,33,24,True,True,slope,,,,False,False,True,True,False,True
generalization_ring_partial_obs_gru,generalization,ring_partial_obs_gru,14,1000,0.2435333656123839,0.2446319977450184,0.0010986321326345028,0.004511218123528599,True,19.60928766965866,3.580214865207672,0.01588596217777752,True,True,8,47,39,True,True,slope,,,,False,False,True,True,False,True
generalization_ring_partial_obs_gru,generalization,ring_partial_obs_gru,15,1000,0.3305729652196169,0.3312311488110572,0.00065818359144032,0.0019910387741570285,True,6.593614695072174,76.70041414737702,0.0022771116757428315,True,True,1,30,29,True,True,slope,,,,False,False,True,True,False,True
